question_id,year,question_number,question_text,current_topics,suggested_topic,confidence,reason,status
569,2015,26,国家公務員に対する制裁措置に関する次の記述のうち、正しいものはどれか。,"['行政行為', '行政裁量']",不利益処分,100,国家公務員への制裁は行政手続法上の不利益処分に該当する。,auto_reclassify
570,2015,27,"制限行為能力者に関する次の記述のうち、民法の規定に照らし、正しいものの組合せはどれか。
ア．家庭裁判所が後見開始の審判をするときには、成年被後見人に成年後見人を",['意思表示'],権利能力・意思能力・行為能力,100,成年後見制度全般を行為能力として問う問題,auto_reclassify
572,2015,29,甲土地を所有するAとその隣地の乙土地を所有するBとの間の相隣関係に関する記述のうち、民法の規定に照らし、正しいものはどれか。なお、次の各場合において、別段の慣習,['物権変動'],所有権,100,相隣関係は民法物権編の所有権の章に規定されるため。,auto_reclassify
573,2015,30,留置権に関する次の記述のうち、民法の規定および判例に照らし、妥当でないものはどれか。,['抵当権'],留置権,100,「留置権」が問題の主題であり、完全に一致する項目があるため。,auto_reclassify
574,2015,32,AがBに対して電器製品を売却する旨の売買契約（両債務に関する履行期日は同一であり、AがBのもとに電器製品を持参する旨が約されたものとする。以下、「本件売買契約」,['契約総論'],売買,100,問題文が「売買契約」と明示しており、最も具体的。,auto_reclassify
576,2015,34,A（3歳）は母親Bが目を離した隙に、急に道路へ飛び出し、Cの運転するスピード違反の自動車に轢（ひ）かれて死亡した。CがAに対して負うべき損害賠償額（以下、「本件,"['親族', '相続']",不法行為,100,交通事故による損害賠償額算定は不法行為の典型,auto_reclassify
577,2015,37,"株式会社の設立に関する次のア～オの記述のうち、会社法の規定に照らし、妥当なものの組合せはどれか。
ア．発起人は、設立時発行株式を引き受ける者の募集をする旨を定め",['株式'],株式会社の設立,100,会社法の「株式会社の設立」に関する直接的な問題であるため。,auto_reclassify
579,2015,39,種類株式発行会社ではない取締役会設置会社で、複数の監査役が選任されている監査役設置会社の監査役の選任および解任に関する次の記述のうち、会社法の規定に照らし、誤っ,['株式'],機関（監査役等）,100,会社法の監査役の選任・解任に関する問題,auto_reclassify
580,2015,40,次の事項のうち、会社法の規定に照らし、登記を必要とする事項はどれか。,"['株式', '持分会社']",株式会社の設立,100,会社法における登記制度の根幹であり、設立登記は会社の成立要件であるため。,auto_reclassify
582,2015,42,"次の文章の空欄［ ア ］～［ エ ］にあてはまる語句を、枠内の選択肢（1～20）から選びなさい。


［ ア ］は、［ イ ］ではないから、抗告訴訟はもちろん、",['行政行為'],行政指導,100,行政指導の法的性質と行政手続法による規律が中心,auto_reclassify
583,2015,43,"次の文章は、ある最高裁判所判決の一節である。空欄［ ア ］～［ エ ］にあてはまる語句を、枠内の選択肢（1～20）から選びなさい。



建築確認申請に係る建築","['行政行為', '取消訴訟']",行政指導,100,問題文は行政指導の適法性と限界を論じる判例であるため。,auto_reclassify
584,2015,44,Xは、Y県内で開発行為を行うことを計画し、Y県知事に都市計画法に基づく開発許可を申請した。しかし、知事は、この開発行為によりがけ崩れの危険があるなど、同法所定の,['行政行為'],取消訴訟,100,裁決取消訴訟の被告適格と原処分主義は取消訴訟の重要論点。,auto_reclassify
585,2015,45,権原の性質上、占有者に所有の意思のない他主占有が、自主占有に変わる場合として2つの場合がある。民法の規定によると、ひとつは、他主占有者が自己に占有させた者に対し,['意思表示'],占有権,100,他主占有から自主占有への転換は占有権の核心的知識,auto_reclassify
586,2015,46,AとBは婚姻し、3年後にBが懐胎したが、その頃から両者は不仲となり別居状態となり、その後にCが出生した。Bは、AにCの出生を知らせるとともに、Aとの婚姻関係を解,"['意思表示', '相続']",親族,100,嫡出推定・否認は親族法の核心論点。,auto_reclassify
588,2015,48,日本の選挙に関する次の記述のうち、誤っているものはどれか。,['政治'],参政権,100,「選挙」は憲法上の参政権の主要な内容であるため。,auto_reclassify
589,2015,49,日本の貧困ならびに生活困窮に関する次の記述のうち、妥当なものはどれか。,"['政治', '経済']",社会,98,貧困・生活困窮は社会情勢・福祉に関する問題,auto_reclassify
590,2015,50,今日の日本経済に関する次の記述のうち、妥当なものはどれか。,"['政治', '情報通信']",経済,100,一般知識の経済分野に直接該当するため,auto_reclassify
591,2015,51,いわゆる空き家に関する次の記述のうち、妥当なものはどれか。,['情報通信'],行政行為,95,空き家特措法は行政行為（命令・代執行）が中心,auto_reclassify
593,2015,53,"日本における高齢者（65歳以上）に関する次のア～エの記述のうち、誤っているものの組合せはどれか。
ア．令和6（2024）年10月1日現在の高齢者人口は、人口全体",['情報通信'],社会,100,高齢者人口や犯罪統計など社会情勢を問う,auto_reclassify
596,2015,56,"行政機関個人情報保護法* に関する次の記述のうち、正しいものの組合せはどれか。
ア．この法律は、行政機関ではない会計検査院には適用されない。
イ．この法律は、行",['文章理解'],個人情報保護,100,行政機関個人情報保護法の内容を直接問う問題,auto_reclassify
597,2015,57,位置情報に関する次の記述のうち、明らかに妥当でないものはどれか。,"['政治', '文章理解']",個人情報保護,98,位置情報は個人情報保護法の主要な対象であり、一般知識の頻出テーマ。,auto_reclassify
497,2016,1,"次の文章は、裁判員制度に関する最高裁判所判決の一節（一部を省略）である。

空欄［　ア　］～［　エ　］にあてはまる語句の組合せとして、妥当なものはどれか。
裁判",['法の分類・効力'],裁判所,100,裁判員制度の合憲性判断で裁判所の役割を論じているため。,auto_reclassify
498,2016,2,"法律の形式に関する次のア～オの記述のうち、現在の立法実務の慣行に照らし、妥当でないものの組合せはどれか。
ア．法律は、「条」を基本的単位として構成され、漢数字に","['法の解釈', '裁判制度']",法の分類・効力,85,法律の形式・構成は広義の法の分類に含まれるため,auto_reclassify
205,2016,3,（平成28年度 問3）基本的人権に関する次の記述のうち、最高裁判所の判例に照らし、妥当でないものはどれか。,['精神的自由'],人権総論,100,問題文が基本的人権全般を問うため、人権総論が最も適切。,auto_reclassify
500,2016,5,立法に関する次の記述のうち、必ずしも憲法上明文では規定されていないものはどれか。,"['人権総論', '社会権']",国会,100,立法に関する憲法上の規定は国会に集約されるため。,auto_reclassify
501,2016,6,信教の自由・政教分離に関する次の記述のうち、最高裁判所の判例に照らし、最も妥当なものはどれか。,"['国会', '内閣']",精神的自由,100,信教の自由・政教分離は精神的自由権の主要な内容,auto_reclassify
502,2016,7,法の下の平等に関する次の記述のうち、最高裁判所の判例に照らし、妥当でないものはどれか。,['国会'],法の下の平等,100,憲法14条の直接的なテーマであり、判例知識が問われる。,auto_reclassify
504,2016,9,行政裁量に関する最高裁判所の判例について、次の記述のうち、誤っているものはどれか。なお、制度は、判決当時のものである。,"['法律による行政の原理', '行政立法']",行政裁量,100,問題文の核心概念とトピックが完全に一致,auto_reclassify
505,2016,10,"次のア～エの記述のうち、法令および最高裁判所判例に照らし、正しいものの組合せはどれか。
ア．行政処分の取消訴訟において、処分取消判決が確定したときであっても、同",['法律による行政の原理'],取消訴訟,98,取消訴訟と他訴訟の違法性判断の関連が問われているため。,auto_reclassify
206,2016,11,行政手続法が定める適用範囲・総則に関する次の記述のうち、正しいものはどれか。,"['申請に対する処分', '聴聞']",行政行為,85,行政手続法の適用範囲・総則は、行政行為の一般原則に密接に関連するため。,auto_reclassify
506,2016,12,行政手続法が定める行政庁等の義務（必ず行わなければならない法令上の義務）と努力義務に関する次の記述のうち、誤っているものはどれか。,"['申請に対する処分', '聴聞']",不利益処分,95,行政手続法における行政庁の義務と努力義務の区別は、特に不利益処分に関する規定で頻繁に問われるため、最も適切かつ具体的な項目です。,auto_reclassify
207,2016,13,行政手続法が定める行政指導・意見公募に関する次の記述のうち、正しいものはどれか。,"['行政指導', '審査請求']",意見公募手続,95,問題文が行政手続法に限定し、意見公募手続は同法固有の制度であるため。,auto_reclassify
208,2016,15,行政不服審査法が定める審理員・裁決に関する次の記述のうち、正しいものはどれか。,"['審査請求', '取消訴訟']",裁決,95,問題文が「審理員・裁決」と両方を明示。裁決は最終判断であり、より包括的。,auto_reclassify
508,2016,16,行政不服審査法の定める審査請求に対する裁決に関する次の記述のうち、正しいものはどれか。,"['審査請求', '取消訴訟']",裁決,100,問題文が行政不服審査法の裁決に限定しているため,auto_reclassify
209,2016,17,行政事件訴訟法が定める取消訴訟に関する次の記述のうち、正しいものはどれか。,"['義務付け訴訟', '国家賠償（2条）']",取消訴訟,100,行政事件訴訟法の取消訴訟を問う,auto_reclassify
512,2016,21,損失補償に関する次の記述のうち、法令および最高裁判所の判例に照らし、妥当なものはどれか。,"['国家賠償（1条）', '地方公共団体の組織']",損失補償,100,行政法上の損失補償の概念・判例を問うため,auto_reclassify
515,2016,24,地方財務に関する次の記述のうち、法令および最高裁判所の判例に照らし、誤っているものはどれか。,"['地方公共団体の組織', '長の権限']",住民監査請求・住民訴訟,95,地方自治法における財務の健全性を住民が監視する制度。,auto_reclassify
516,2016,25,上水道の利用関係について、最高裁判所の判例に照らし、妥当な記述はどれか。,['行政行為'],公の施設,100,上水道は地方自治法上の公の施設であり判例多数,auto_reclassify
517,2016,26,いわゆる朝日訴訟最高裁判所大法廷判決（最大判昭和42年5月24日民集21巻5号1043頁）の事案は、次のようなものであった。この判決の結論のうち、正しいものはど,"['行政行為', '行政裁量']",社会権,100,憲法25条の生存権の法的性格が主要論点,auto_reclassify
518,2016,27,AのBに対する甲債権につき消滅時効が完成した場合における時効の援用権者に関する次のア～オの記述のうち、民法の規定および判例に照らし、誤っているものの組合せはどれ,['意思表示'],時効,100,消滅時効の援用権者に関する民法総則の典型論点。,auto_reclassify
520,2016,29,A、BおよびCが甲土地を共有し、甲土地上には乙建物が存在している。この場合に関する次のア～オの記述のうち、民法の規定および判例に照らし、正しいものの組合せはどれ,['物権変動'],所有権,98,問題全体が共有物に関する所有権の諸側面を問うているため。,auto_reclassify
521,2016,30,不動産先取特権に関する次の記述のうち、民法の規定に照らし、誤っているものはどれか。,['抵当権'],先取特権,100,民法の担保物権である先取特権が直接問われているため,auto_reclassify
522,2016,32,債権者代位権または詐害行為取消権に関する次の記述のうち、民法の規定および判例に照らし、正しいものはどれか。,['契約総論'],債権者代位権,90,問題文が「債権者代位権または詐害行為取消権」と明示。両者を包含する上位項目がないため、最初に挙げられた「債権者代位権」を選択。,auto_reclassify
523,2016,33,債務不履行責任に関する次の記述のうち、民法の規定および判例に照らし、妥当でないものはどれか。,"['契約総論', '不法行為']",債務不履行,100,問題文が「債務不履行責任」を直接問うているため。,auto_reclassify
524,2016,34,"不法行為に基づく損害賠償に関する次のア～オの記述のうち、民法の規定および判例に照らし、正しいものの組合せはどれか。
ア．使用者Aが、その事業の執行につき行った被","['親族', '相続']",不法行為,100,不法行為の特殊類型と求償が問われているため,auto_reclassify
525,2016,37,"株式会社の設立における出資の履行等に関する次のア～オの記述のうち、会社法の規定に照らし、妥当でないものの組合せはどれか。
ア．株式会社の定款には、株式会社の設立",['株式'],株式会社の設立,100,株式会社の設立における出資履行に関する条文知識を問う問題,auto_reclassify
527,2016,39,監査等委員会設置会社または指名委員会等設置会社に関する次の記述のうち、会社法の規定に照らし、誤っているものはどれか。,"['株式会社の設立', '株式']",機関（監査役等）,100,監査等委員会設置会社等の監査機関に関する問題,auto_reclassify
529,2016,41,"次の文章は、最高裁判所判決の一節である。空欄［ ア ］～［ エ ］に当てはまる語句を、枠内の選択肢（1～20）から選びなさい。


憲法二一条二項前段は、「検閲","['人権総論', '国会']",精神的自由,100,検閲の禁止は表現の自由、精神的自由の核心。,auto_reclassify
530,2016,42,"次の文章の空欄［ ア ］～［ エ ］に当てはまる語句を、枠内の選択肢（1～20）から選びなさい。


［ ア ］について［ イ ］の規定を設けない立法の合憲性が",['行政行為'],不利益処分,100,憲法31条の行政手続への適用と不利益処分における手続保障の原則を確立した判例であるため。,auto_reclassify
531,2016,43,"次の文章は、ある最高裁判所判決の一節である。空欄［ ア ］～［ エ ］に当てはまる語句を、枠内の選択肢（1～20）から選びなさい。


旧行政事件訴訟特例法のも","['行政行為', '地方公共団体の組織']",行政裁量,100,裁量権の逸脱・濫用が問題の核心であるため。,auto_reclassify
532,2016,44,A市は、A市路上喫煙禁止条例を制定し、同市の指定した路上喫煙禁止区域内の路上で喫煙した者について、2万円以下の過料を科す旨を定めている。Xは、路上喫煙禁止区域内,"['行政行為', '取消訴訟']",法律による行政の原理,95,条例過料の根拠、手続、機関、学説上の位置づけは、法律による行政の原理に集約されるため。,auto_reclassify
533,2016,45,Aは、Bとの間でB所有の甲土地（以下「甲」という。）につき売買契約（以下「契約」という。）を締結し、その後、契約に基づいて、Bに対し売買代金を完済して、Bから甲,"['意思表示', '代理']",抵当権,100,問題の核心が抵当権の効力と売主の担保責任であるため,auto_reclassify
534,2016,46,民法の規定によれば、離婚の財産上の法的効果として、離婚した夫婦の一方は、相手方に対して財産の分与を請求することができる。判例は、離婚に伴う財産分与の目的ないし機,['意思表示'],親族,100,財産分与は離婚に伴う親族法上の効果であるため。,auto_reclassify
536,2016,48,2015年夏に成立し公布された改正公職選挙法*による参議院選挙区選出議員の選挙区・定数の改正および改正後の状況に関する次の記述のうち、妥当でないものはどれか。,"['政治', '経済']",法の下の平等,100,選挙区定数問題は憲法14条の平等原則が争点となるため。,auto_reclassify
538,2016,50,"2016年2月に署名されたTPP（Trans-Pacific Partnership）協定に関する次のア～オの記述のうち、妥当なものの組合せはどれか。
ア．TP",['情報通信'],経済,100,TPP協定は国際経済・貿易に関する内容であるため,auto_reclassify
539,2016,51,日本の戦後復興期の経済に関する次の記述のうち、妥当なものはどれか。,"['政治', '情報通信']",経済,100,戦後復興期の経済に関する問題であるため,auto_reclassify
540,2016,52,"日本社会の多様化に関する次のア～オの記述のうち、妥当なものの組合せはどれか。
ア．特定の民族出身者を誹謗中傷し、社会から排除することをあおるような差別的発言を投","['政治', '情報通信']",社会,100,多様化する社会の諸問題と関連法制度を問う一般知識問題,auto_reclassify
541,2016,53,終戦（1945年8月15日）後の日本で発生した自然災害に関する次の記述のうち、妥当でないものはどれか。,['情報通信'],社会,100,自然災害は社会現象の一部であるため。,auto_reclassify
542,2016,54,"人工知能に関する次の文章の空欄［　Ⅰ　］～［　Ⅳ　］にあてはまる語句の組合せとして、妥当なものはどれか。
コンピュータの処理速度や記憶容量が向上しさえすれば、人","['個人情報保護', '文章理解']",情報通信,100,人工知能の発展と能力に関する問題であり、情報通信技術の進歩に該当する。,auto_reclassify
543,2016,55,IoT（Internet of Things）の定義に関する次の記述のうち、妥当なものはどれか。,['文章理解'],情報通信,100,IoTは情報通信技術の代表的な概念であるため,auto_reclassify
545,2016,57,公文書管理法（公文書等の管理に関する法律）に関する次の文章のうち、誤っているものはどれか。,"['政治', '文章理解']",法律による行政の原理,90,公文書管理法は行政の透明性・説明責任を担保し、法律による行政の原理と密接に関連するため。,auto_reclassify
447,2017,2,"次のア～オの記述と、それらの記述が示す法思想等との組合せとして、最も適切なものはどれか。
ア．法を現実に通用している制定法および慣習法等の実定法とする考え方

",['裁判制度'],法の分類・効力,95,法思想全般を問う問題で、法の分類・効力が最も包括的。,auto_reclassify
196,2017,3,（平成29年度 問3）基本的人権に関する次の記述のうち、最高裁判所の判例に照らし、妥当でないものはどれか。,['精神的自由'],人権総論,100,個別の自由ではなく、人権全般を問うため,auto_reclassify
448,2017,4,次の記述は、ため池の堤とう（堤塘）の使用規制を行う条例により「ため池の堤とうを使用する財産上の権利を有する者は、ため池の破損、決かい等に因る災害を未然に防止する,['人権総論'],経済的自由,100,ため池条例事件は財産権の制約に関する重要判例であり、経済的自由権に分類される。,auto_reclassify
449,2017,5,内閣に関する次の記述のうち、憲法の規定に照らし、妥当なものはどれか。,"['人権総論', '経済的自由']",内閣,100,憲法の統治機構における内閣の役割に関する問題,auto_reclassify
450,2017,6,次の文章の空欄［　　］に当てはまる語句（ア）と、本文末尾で述べられた考え方（イ）（現在でも通説とされる。）との組合せとして、妥当なものはどれか（旧漢字・旧仮名遣,['国会'],財政,100,予算の形式と制定権限は憲法の財政分野の核心テーマ。,auto_reclassify
451,2017,7,憲法の概念に関する次の記述のうち、妥当なものはどれか。,"['国会', '内閣']",人権総論,95,「憲法の概念」は人権総論が最も包括的,auto_reclassify
453,2017,9,無効の行政行為に関する次の記述のうち、妥当なものはどれか。,['法律による行政の原理'],行政行為,100,無効の行政行為は行政行為の効力に関する重要論点,auto_reclassify
454,2017,10,執行罰に関する次の記述のうち、妥当なものはどれか。,"['法律による行政の原理', '行政裁量']",行政行為,95,執行罰は行政行為の一種であり、行政法総論の行政行為に分類される。,auto_reclassify
197,2017,11,行政手続法が定める適用範囲・総則に関する次の記述のうち、正しいものはどれか。,['申請に対する処分'],行政行為,85,行政手続法の適用範囲・総則は、行政行為の一般原則に密接に関連するため。,auto_reclassify
200,2017,17,行政事件訴訟法が定める取消訴訟に関する次の記述のうち、正しいものはどれか。,"['差止訴訟', '国家賠償（1条）']",取消訴訟,100,行政事件訴訟法の取消訴訟を問う,auto_reclassify
459,2017,19,行政事件訴訟法の定める仮の差止めに関する次の記述のうち、妥当なものはどれか。,"['取消訴訟', '国家賠償（1条）']",仮の救済,100,仮の差止めは仮の救済の一類型であるため,auto_reclassify
462,2017,22,地方自治法が定める公の施設に関する次の記述のうち、誤っているものはどれか。,"['地方公共団体の組織', '議会']",公の施設,100,地方自治法における公の施設に関する問題,auto_reclassify
464,2017,24,地方自治法による住民監査請求と住民訴訟に関する次の記述のうち、法令および最高裁判所の判例に照らし、妥当なものはどれか。,"['地方公共団体の組織', '長の権限']",住民監査請求・住民訴訟,100,地方自治法における住民監査請求と住民訴訟が直接のテーマ,auto_reclassify
465,2017,25,次の文章は、都市計画における建設大臣（当時）の裁量権の範囲に関する原審の判断を覆した最高裁判所判決の一節である。空欄［ Ⅰ ］～［ Ⅳ ］には、それぞれあとのア,['行政行為'],行政裁量,100,行政庁の裁量権の範囲と限界に関する判例問題,auto_reclassify
466,2017,26,"次の文章は、X県知事により行われる、ある行政処分に付される教示である。これに関する次のア～オの記述のうち、妥当なものの組合せはどれか。
（教示）

この処分に不",['行政行為'],教示,100,問題文が「教示」そのものに関する記述の妥当性を問うているため。,auto_reclassify
467,2017,27,自然人A（以下「A」という。）が団体B（以下「B」という。）に所属している場合に関する次のア～オの記述のうち、民法の規定および判例に照らし、妥当なものの組合せは,['意思表示'],権利能力・意思能力・行為能力,100,法人、権利能力なき社団、組合の法的性質、特に権利能力の有無と影響を問うため。,auto_reclassify
470,2017,30,Aは、甲不動産をその占有者Bから購入し引渡しを受けていたが、実は甲不動産はC所有の不動産であった。BおよびAの占有の態様および期間に関する次の場合のうち、民法の,"['抵当権', '留置権']",時効,100,問題文が時効取得の成否を直接問うているため,auto_reclassify
471,2017,33,Aは自己所有の甲機械（以下「甲」という。）をBに賃貸し（以下、これを「本件賃貸借契約」という。）、その後、本件賃貸借契約の期間中にCがBから甲の修理を請け負い、,"['契約総論', '不法行為']",賃貸借,98,賃貸借契約中の修理費用に関する問題であり、賃貸借が核心。,auto_reclassify
472,2017,34,不法行為に関する次の記述のうち、民法の規定および判例に照らし、妥当なものはどれか。,"['親族', '相続']",不法行為,100,不法行為に関する問題のため,auto_reclassify
473,2017,37,株式会社（種類株式発行会社を除く。）の設立に関する次の記述のうち、会社法の規定に照らし、正しいものはどれか。,['株式'],株式会社の設立,100,問題文が「株式会社の設立」を直接問うているため,auto_reclassify
477,2017,41,"次の文章の空欄［ ア ］～［ エ ］に当てはまる語句を、枠内の選択肢（1～20）から選びなさい。


その保障の根拠に照らして考えるならば、表現の自由といっても",['人権総論'],精神的自由,100,憲法21条の表現の自由の限界に関する判例であり、精神的自由権の主要論点であるため。,auto_reclassify
478,2017,42,"次の文章の空欄［ ア ］～［ エ ］に当てはまる語句を、枠内の選択肢（1～20）から選びなさい。


行政機関は、多くの場合、自らその活動のための基準を設定する",['行政行為'],行政立法,100,行政機関が定める基準の法的性質と分類は行政立法の核心論点。,auto_reclassify
